client_count,total_duration
8340,2.123105291
8350,1.124197527
8360,1.185050352
8370,1.138746894
8380,1.205553076
8390,1.2380225870000001
8400,1.288828235
8410,1.16308057
8420,1.44701284
8430,1.656076457
8440,1.108799916
8450,1.169073744
8460,1.134854164
8470,1.184570289
8480,1.509604671
8490,1.352886141
8500,1.2741670059999999
8510,1.179410518
8520,1.142724024
8530,1.186857918
8540,1.186767185
8550,1.1908987149999999
8560,1.145848701
8570,1.986428991
8580,1.067177782
8590,1.259941503
8600,1.35558709
8610,1.314973958
8620,1.187862404
8630,1.182924096
8640,2.365024956
8650,1.3615936419999999
8660,1.282690283
8670,1.293336692
8680,1.196430924
8690,1.194880838
8700,1.148570167
8710,1.271696895
8720,1.152037819
8730,1.1928133
8740,1.232213186
8750,1.306561999
8760,1.174412524
8770,1.378243473
8780,1.261994833
8790,1.338035644
8800,1.25434049
8810,1.281154868
8820,1.220227554
8830,1.223651536
8840,1.242538632
8850,1.2530511770000001
8860,1.303615378
8870,1.328365292
8880,1.240222955
8890,1.311101439
8900,1.279426699
8910,1.297770503
8920,1.216891789
8930,1.209755859
8940,1.181708582
8950,1.21329743
8960,1.253637847
8970,1.5436749440000002
8980,1.244907219
8990,2.020348888
9000,2.14893735
9010,1.1518877459999999
9020,1.413088402
9030,1.430185103
9040,1.28252668
9050,1.315145564
9060,1.237970357
9070,1.303802052
9080,1.271215628
9090,1.304937606
9100,1.239766008
9110,1.414710597
9120,1.318488741
9130,1.491768748
9140,1.5115151519999999
9150,1.287827292
9160,1.261262535
9170,1.218601315
9180,1.280482716
9190,1.21598528
9200,1.360718783
9210,1.220478866
9220,1.218725754
9230,1.209596374
9240,1.214085078
9250,1.267994224
9260,1.301912512
9270,1.2919280309999999
9280,1.279295574
9290,1.302618341
9300,1.304204838
9310,1.288630764
9320,1.2961788890000001
9330,1.267126728
9340,1.363974163
9350,1.26868809
9360,1.328436266
9370,1.223591439
9380,1.3076843249999999
9390,1.257301338
9400,1.483462804
9410,1.399350068
9420,1.328098204
9430,1.396371574
9440,1.31122495
9450,1.380763017
9460,1.8361060089999999
9470,1.291030351
9480,1.350908795
9490,1.292989074
9500,1.750270001
9510,1.432002851
9520,1.4037530409999999
9530,1.356039845
9540,1.378533268
9550,1.359845947
9560,1.445504679
9570,1.375052237
9580,1.421759754
9590,1.376869942
9600,1.470464883
9610,1.37477395
9620,1.3958585079999999
9630,1.4007614720000001
9640,1.411663368
9650,1.972728929
9660,1.382719775
9670,1.387194069
9680,1.605302842
9690,1.383978194
9700,1.40807202
9710,1.403166471
9720,1.451869033
9730,1.5190092640000001
9740,2.310240535
9750,1.3734080880000001
9760,1.476387745
9770,1.358124098
9780,1.585357524
9790,3.355326775
9800,1.308283269
9810,1.332006639
9820,1.446330945
9830,1.425890988
9840,1.334027071
9850,1.470130159
9860,1.394251064
9870,1.371589609
9880,1.359706816
9890,1.404854947
9900,1.380897751
9910,1.490104632
9920,1.494137582
9930,1.452891881
9940,1.588670928
9950,1.401363865
9960,1.445326946
9970,2.182822352
9980,1.315701114
9990,1.40625007
10000,2.161564592
